ensembl_gene_symbol	ensembl_gene_id	ensembl_transcript_id	hgnc_symbol	hgnc_id	refseq_gene_symbol	ncbi_gene_id	oncogene	tsgene	data_source
MEF2B	ENSG00000213999.17	ENST00000424583.7	MEF2B	HGNC:6995	MEF2B	100271849	NA	NA	oncovar
MEN1	ENSG00000133895.18	ENST00000450708.7	MEN1	HGNC:7010	MEN1	4221	NA	NA	oncovar
MET	ENSG00000105976.16	ENST00000397752.8	MET	HGNC:7029	MET	4233	NA	NA	oncovar
MGA	ENSG00000174197.18	ENST00000219905.13	MGA	HGNC:14010	MGA	23269	NA	NA	oncovar
MITF	ENSG00000187098.18	ENST00000352241.9	MITF	HGNC:7105	MITF	4286	NA	NA	oncovar
MLF1	ENSG00000178053.20	ENST00000466246.7	MLF1	HGNC:7125	MLF1	4291	NA	NA	oncovar
MLH1	ENSG00000076242.16	ENST00000231790.8	MLH1	HGNC:7127	MLH1	4292	NA	NA	oncovar
MLLT1	ENSG00000130382.9	ENST00000252674.9	MLLT1	HGNC:7134	MLLT1	4298	NA	NA	oncovar
MLLT10	ENSG00000078403.17	ENST00000307729.12	MLLT10	HGNC:16063	MLLT10	8028	NA	NA	oncovar
MLLT11	ENSG00000213190.4	ENST00000368921.5	MLLT11	HGNC:16997	MLLT11	10962	NA	NA	oncovar
MLLT3	ENSG00000171843.17	ENST00000380338.9	MLLT3	HGNC:7136	MLLT3	4300	NA	NA	oncovar
MLLT6	ENSG00000275023.5	ENST00000621332.5	MLLT6	HGNC:7138	MLLT6	4302	NA	NA	oncovar
MN1	ENSG00000169184.6	ENST00000302326.5	MN1	HGNC:7180	MN1	4330	NA	NA	oncovar
MNX1	ENSG00000130675.15	ENST00000252971.11	MNX1	HGNC:4979	MNX1	3110	NA	NA	oncovar
MPL	ENSG00000117400.18	ENST00000372470.9	MPL	HGNC:7217	MPL	4352	NA	NA	oncovar
MSH2	ENSG00000095002.15	ENST00000233146.7	MSH2	HGNC:7325	MSH2	4436	NA	NA	oncovar
MSH3	ENSG00000113318.11	ENST00000265081.7	MSH3	HGNC:7326	MSH3	4437	NA	NA	oncovar
MSH6	ENSG00000116062.18	ENST00000234420.11	MSH6	HGNC:7329	MSH6	2956	NA	NA	oncovar
MSI2	ENSG00000153944.12	ENST00000284073.7	MSI2	HGNC:18585	MSI2	124540	NA	NA	oncovar
MSN	ENSG00000147065.17	ENST00000360270.7	MSN	HGNC:7373	MSN	4478	NA	NA	oncovar
MTCP1	ENSG00000214827.11	ENST00000369476.8	MTCP1	HGNC:7423	MTCP1	4515	NA	NA	oncovar
MTOR	ENSG00000198793.13	ENST00000361445.9	MTOR	HGNC:3942	MTOR	2475	NA	NA	oncovar
MUC1	ENSG00000185499.17	ENST00000620103.4	MUC1	HGNC:7508	MUC1	4582	NA	NA	oncovar
MUTYH	ENSG00000132781.20	ENST00000456914.7	MUTYH	HGNC:7527	MUTYH	4595	NA	NA	oncovar
MYB	ENSG00000118513.20	ENST00000341911.10	MYB	HGNC:7545	MYB	4602	NA	NA	oncovar
MYC	ENSG00000136997.21	ENST00000621592.8	MYC	HGNC:7553	MYC	4609	NA	NA	oncovar
MYCL	ENSG00000116990.11	ENST00000372816.3	MYCL	HGNC:7555	MYCL	4610	NA	NA	oncovar
MYCN	ENSG00000134323.12	ENST00000281043.4	MYCN	HGNC:7559	MYCN	4613	NA	NA	oncovar
MYD88	ENSG00000172936.16	ENST00000650905.2	MYD88	HGNC:7562	MYD88	4615	NA	NA	oncovar
MYH11	ENSG00000133392.18	ENST00000300036.6	MYH11	HGNC:7569	MYH11	4629	NA	NA	oncovar
MYH9	ENSG00000100345.23	ENST00000216181.11	MYH9	HGNC:7579	MYH9	4627	NA	NA	oncovar
MYO5A	ENSG00000197535.16	ENST00000399233.7	MYO5A	HGNC:7602	MYO5A	4644	NA	NA	oncovar
MYOD1	ENSG00000129152.4	ENST00000250003.4	MYOD1	HGNC:7611	MYOD1	4654	NA	NA	oncovar
NAB2	ENSG00000166886.13	ENST00000300131.8	NAB2	HGNC:7627	NAB2	4665	NA	NA	oncovar
NACA	ENSG00000196531.14	ENST00000454682.6	NACA	HGNC:7629	NACA	4666	NA	NA	oncovar
NBEA	ENSG00000172915.20	ENST00000379939.7	NBEA	HGNC:7648	NBEA	26960	NA	NA	oncovar
NBN	ENSG00000104320.14	ENST00000265433.8	NBN	HGNC:7652	NBN	4683	NA	NA	oncovar
NCOA1	ENSG00000084676.16	ENST00000348332.8	NCOA1	HGNC:7668	NCOA1	8648	NA	NA	oncovar
NCOA2	ENSG00000140396.13	ENST00000452400.7	NCOA2	HGNC:7669	NCOA2	10499	NA	NA	oncovar
NCOA4	ENSG00000266412.6	ENST00000581486.6	NCOA4	HGNC:7671	NCOA4	8031	NA	NA	oncovar
NCOR1	ENSG00000141027.22	ENST00000268712.8	NCOR1	HGNC:7672	NCOR1	9611	NA	NA	oncovar
NCOR2	ENSG00000196498.13	ENST00000405201.5	NCOR2	HGNC:7673	NCOR2	9612	NA	NA	oncovar
NDRG1	ENSG00000104419.17	ENST00000323851.13	NDRG1	HGNC:7679	NDRG1	10397	NA	NA	oncovar
NF1	ENSG00000196712.19	ENST00000358273.9	NF1	HGNC:7765	NF1	4763	NA	NA	oncovar
NF2	ENSG00000186575.19	ENST00000338641.10	NF2	HGNC:7773	NF2	4771	NA	NA	oncovar
NFATC2	ENSG00000101096.20	ENST00000371564.8	NFATC2	HGNC:7776	NFATC2	4773	NA	NA	oncovar
NFE2L2	ENSG00000116044.16	ENST00000397062.8	NFE2L2	HGNC:7782	NFE2L2	4780	NA	NA	oncovar
NFIB	ENSG00000147862.18	ENST00000380953.6	NFIB	HGNC:7785	NFIB	4781	NA	NA	oncovar
NFKB2	ENSG00000077150.20	ENST00000661543.1	NFKB2	HGNC:7795	NFKB2	4791	NA	NA	oncovar
NFKBIA	ENSG00000100906.11	ENST00000216797.10	NFKBIA	HGNC:7797	NFKBIA	4792	NA	NA	oncovar
NFKBIE	ENSG00000146232.17	ENST00000619360.6	NFKBIE	HGNC:7799	NFKBIE	4794	NA	NA	oncovar
NIN	ENSG00000100503.26	ENST00000530997.7	NIN	HGNC:14906	NIN	51199	NA	NA	oncovar
NKX2-1	ENSG00000136352.20	ENST00000354822.7	NKX2-1	HGNC:11825	NKX2-1	7080	NA	NA	oncovar
NONO	ENSG00000147140.17	ENST00000276079.13	NONO	HGNC:7871	NONO	4841	NA	NA	oncovar
NOTCH1	ENSG00000148400.13	ENST00000651671.1	NOTCH1	HGNC:7881	NOTCH1	4851	NA	NA	oncovar
NOTCH2	ENSG00000134250.21	ENST00000256646.7	NOTCH2	HGNC:7882	NOTCH2	4853	NA	NA	oncovar
NPM1	ENSG00000181163.14	ENST00000296930.10	NPM1	HGNC:7910	NPM1	4869	NA	NA	oncovar
NR4A3	ENSG00000119508.18	ENST00000395097.7	NR4A3	HGNC:7982	NR4A3	8013	NA	NA	oncovar
NRAS	ENSG00000213281.5	ENST00000369535.5	NRAS	HGNC:7989	NRAS	4893	NA	NA	oncovar
NRG1	ENSG00000157168.20	ENST00000356819.7	NRG1	HGNC:7997	NRG1	3084	NA	NA	oncovar
NSD1	ENSG00000165671.22	ENST00000439151.7	NSD1	HGNC:14234	NSD1	64324	NA	NA	oncovar
NSD2	ENSG00000109685.19	ENST00000508803.6	NSD2	HGNC:12766	NSD2	7468	NA	NA	oncovar
NT5C2	ENSG00000076685.19	ENST00000404739.8	NT5C2	HGNC:8022	NT5C2	22978	NA	NA	oncovar
NTHL1	ENSG00000065057.9	ENST00000651570.2	NTHL1	HGNC:8028	NTHL1	4913	NA	NA	oncovar
NTRK1	ENSG00000198400.13	ENST00000524377.7	NTRK1	HGNC:8031	NTRK1	4914	NA	NA	oncovar
NTRK3	ENSG00000140538.16	ENST00000394480.6	NTRK3	HGNC:8033	NTRK3	4916	NA	NA	oncovar
NUMA1	ENSG00000137497.19	ENST00000393695.8	NUMA1	HGNC:8059	NUMA1	4926	NA	NA	oncovar
NUP214	ENSG00000126883.18	ENST00000359428.10	NUP214	HGNC:8064	NUP214	8021	NA	NA	oncovar
NUP93	ENSG00000102900.13	ENST00000308159.10	NUP93	HGNC:28958	NUP93	9688	NA	NA	oncovar
NUP98	ENSG00000110713.17	ENST00000324932.12	NUP98	HGNC:8068	NUP98	4928	NA	NA	oncovar
NUTM1	ENSG00000184507.16	ENST00000537011.6	NUTM1	HGNC:29919	NUTM1	256646	NA	NA	oncovar
NXF1	ENSG00000162231.14	ENST00000294172.7	NXF1	HGNC:8071	NXF1	10482	NA	NA	oncovar
ODF2L	ENSG00000122417.15	ENST00000317336.11	ODF2L	HGNC:29225	ODF2L	57489	NA	NA	oncovar
OLIG2	ENSG00000205927.5	ENST00000382357.4	OLIG2	HGNC:9398	OLIG2	10215	NA	NA	oncovar
OMD	ENSG00000127083.8	ENST00000375550.5	OMD	HGNC:8134	OMD	4958	NA	NA	oncovar
P2RY8	ENSG00000182162.11	ENST00000381297.10	P2RY8	HGNC:15524	P2RY8	286530	NA	NA	oncovar
PABPC1	ENSG00000070756.17	ENST00000318607.10	PABPC1	HGNC:8554	PABPC1	26986	NA	NA	oncovar
PAFAH1B2	ENSG00000168092.14	ENST00000527958.6	PAFAH1B2	HGNC:8575	PAFAH1B2	5049	NA	NA	oncovar
PALB2	ENSG00000083093.10	ENST00000261584.9	PALB2	HGNC:26144	PALB2	79728	NA	NA	oncovar
PAX3	ENSG00000135903.20	ENST00000392070.7	PAX3	HGNC:8617	PAX3	5077	NA	NA	oncovar
PAX5	ENSG00000196092.14	ENST00000358127.9	PAX5	HGNC:8619	PAX5	5079	NA	NA	oncovar
PAX7	ENSG00000009709.12	ENST00000420770.7	PAX7	HGNC:8621	PAX7	5081	NA	NA	oncovar
PAX8	ENSG00000125618.18	ENST00000429538.8	PAX8	HGNC:8622	PAX8	7849	NA	NA	oncovar
PBRM1	ENSG00000163939.18	ENST00000296302.11	PBRM1	HGNC:30064	PBRM1	55193	NA	NA	oncovar
PBX1	ENSG00000185630.19	ENST00000420696.7	PBX1	HGNC:8632	PBX1	5087	NA	NA	oncovar
PCBP1	ENSG00000169564.7	ENST00000303577.7	PCBP1	HGNC:8647	PCBP1	5093	NA	NA	oncovar
PCM1	ENSG00000078674.19	ENST00000325083.13	PCM1	HGNC:8727	PCM1	5108	NA	NA	oncovar
PDCD1LG2	ENSG00000197646.8	ENST00000397747.5	PDCD1LG2	HGNC:18731	PDCD1LG2	80380	NA	NA	oncovar
PDE4DIP	ENSG00000178104.19	ENST00000369354.7	PDE4DIP	HGNC:15580	PDE4DIP	9659	NA	NA	oncovar
PDGFB	ENSG00000100311.17	ENST00000331163.11	PDGFB	HGNC:8800	PDGFB	5155	NA	NA	oncovar
PDGFRA	ENSG00000134853.12	ENST00000257290.10	PDGFRA	HGNC:8803	PDGFRA	5156	NA	NA	oncovar
PDGFRB	ENSG00000113721.14	ENST00000261799.9	PDGFRB	HGNC:8804	PDGFRB	5159	NA	NA	oncovar
PDS5B	ENSG00000083642.19	ENST00000315596.15	PDS5B	HGNC:20418	PDS5B	23047	NA	NA	oncovar
PER1	ENSG00000179094.16	ENST00000317276.9	PER1	HGNC:8845	PER1	5187	NA	NA	oncovar
PHF6	ENSG00000156531.18	ENST00000370803.8	PHF6	HGNC:18145	PHF6	84295	NA	NA	oncovar
PHOX2B	ENSG00000109132.7	ENST00000226382.4	PHOX2B	HGNC:9143	PHOX2B	8929	NA	NA	oncovar
PICALM	ENSG00000073921.18	ENST00000393346.8	PICALM	HGNC:15514	PICALM	8301	NA	NA	oncovar
PIK3CA	ENSG00000121879.6	ENST00000263967.4	PIK3CA	HGNC:8975	PIK3CA	5290	NA	NA	oncovar
PIK3CB	ENSG00000051382.9	ENST00000674063.1	PIK3CB	HGNC:8976	PIK3CB	5291	NA	NA	oncovar
PIK3R1	ENSG00000145675.15	ENST00000521381.6	PIK3R1	HGNC:8979	PIK3R1	5295	NA	NA	oncovar
PIM1	ENSG00000137193.14	ENST00000373509.6	PIM1	HGNC:8986	PIM1	5292	NA	NA	oncovar
PLAG1	ENSG00000181690.8	ENST00000316981.8	PLAG1	HGNC:9045	PLAG1	5324	NA	NA	oncovar
PLCG1	ENSG00000124181.15	ENST00000685551.1	PLCG1	HGNC:9065	PLCG1	5335	NA	NA	oncovar
PML	ENSG00000140464.20	ENST00000268058.8	PML	HGNC:9113	PML	5371	NA	NA	oncovar
PMS1	ENSG00000064933.19	ENST00000441310.7	PMS1	HGNC:9121	PMS1	5378	NA	NA	oncovar
PMS2	ENSG00000122512.16	ENST00000265849.12	PMS2	HGNC:9122	PMS2	5395	NA	NA	oncovar
POLD1	ENSG00000062822.16	ENST00000440232.7	POLD1	HGNC:9175	POLD1	5424	NA	NA	oncovar
POLE	ENSG00000177084.18	ENST00000320574.10	POLE	HGNC:9177	POLE	5426	NA	NA	oncovar
POLQ	ENSG00000051341.15	ENST00000264233.6	POLQ	HGNC:9186	POLQ	10721	NA	NA	oncovar
POT1	ENSG00000128513.16	ENST00000357628.8	POT1	HGNC:17284	POT1	25913	NA	NA	oncovar
POU2AF1	ENSG00000110777.12	ENST00000393067.8	POU2AF1	HGNC:9211	POU2AF1	5450	NA	NA	oncovar
POU5F1	ENSG00000204531.21	ENST00000259915.13	POU5F1	HGNC:9221	POU5F1	5460	NA	NA	oncovar
PPARG	ENSG00000132170.24	ENST00000651735.1	PPARG	HGNC:9236	PPARG	5468	NA	NA	oncovar
PPFIBP1	ENSG00000110841.14	ENST00000228425.11	PPFIBP1	HGNC:9249	PPFIBP1	8496	NA	NA	oncovar
PPM1D	ENSG00000170836.13	ENST00000305921.8	PPM1D	HGNC:9277	PPM1D	8493	NA	NA	oncovar
PPP2R1A	ENSG00000105568.18	ENST00000322088.11	PPP2R1A	HGNC:9302	PPP2R1A	5518	NA	NA	oncovar
PPP6C	ENSG00000119414.12	ENST00000373547.9	PPP6C	HGNC:9323	PPP6C	5537	NA	NA	oncovar
PRB4	ENSG00000230657.8	ENST00000279575.7	PRB4	HGNC:9340	PRB4	5545	NA	NA	oncovar
PRCC	ENSG00000143294.15	ENST00000271526.9	PRCC	HGNC:9343	PRCC	5546	NA	NA	oncovar
PRDM1	ENSG00000057657.17	ENST00000369096.9	PRDM1	HGNC:9346	PRDM1	639	NA	NA	oncovar
PRDM16	ENSG00000142611.17	ENST00000270722.10	PRDM16	HGNC:14000	PRDM16	63976	NA	NA	oncovar
PRDM2	ENSG00000116731.23	ENST00000311066.10	PRDM2	HGNC:9347	PRDM2	7799	NA	NA	oncovar
PREX2	ENSG00000046889.19	ENST00000288368.5	PREX2	HGNC:22950	PREX2	80243	NA	NA	oncovar
PRF1	ENSG00000180644.8	ENST00000441259.2	PRF1	HGNC:9360	PRF1	5551	NA	NA	oncovar
PRKACA	ENSG00000072062.15	ENST00000308677.9	PRKACA	HGNC:9380	PRKACA	5566	NA	NA	oncovar
PRKAR1A	ENSG00000108946.16	ENST00000589228.6	PRKAR1A	HGNC:9388	PRKAR1A	5573	NA	NA	oncovar
PRRX1	ENSG00000116132.12	ENST00000239461.11	PRRX1	HGNC:9142	PRRX1	5396	NA	NA	oncovar
PSIP1	ENSG00000164985.15	ENST00000380733.9	PSIP1	HGNC:9527	PSIP1	11168	NA	NA	oncovar
PTCH1	ENSG00000185920.18	ENST00000331920.11	PTCH1	HGNC:9585	PTCH1	5727	NA	NA	oncovar
PTEN	ENSG00000171862.12	ENST00000371953.8	PTEN	HGNC:9588	PTEN	5728	NA	NA	oncovar
PTK6	ENSG00000101213.7	ENST00000542869.3	PTK6	HGNC:9617	PTK6	5753	NA	NA	oncovar
PTPN11	ENSG00000179295.19	ENST00000351677.7	PTPN11	HGNC:9644	PTPN11	5781	NA	NA	oncovar
PTPN13	ENSG00000163629.13	ENST00000411767.7	PTPN13	HGNC:9646	PTPN13	5783	NA	NA	oncovar
PTPN6	ENSG00000111679.17	ENST00000318974.14	PTPN6	HGNC:9658	PTPN6	5777	NA	NA	oncovar
PTPRB	ENSG00000127329.16	ENST00000334414.11	PTPRB	HGNC:9665	PTPRB	5787	NA	NA	oncovar
PTPRC	ENSG00000081237.20	ENST00000442510.8	PTPRC	HGNC:9666	PTPRC	5788	NA	NA	oncovar
PTPRD	ENSG00000153707.19	ENST00000381196.9	PTPRD	HGNC:9668	PTPRD	5789	NA	NA	oncovar
PTPRK	ENSG00000152894.15	ENST00000368226.9	PTPRK	HGNC:9674	PTPRK	5796	NA	NA	oncovar
PTPRT	ENSG00000196090.13	ENST00000373187.6	PTPRT	HGNC:9682	PTPRT	11122	NA	NA	oncovar
QKI	ENSG00000112531.17	ENST00000361752.8	QKI	HGNC:21100	QKI	9444	NA	NA	oncovar
RABEP1	ENSG00000029725.17	ENST00000537505.6	RABEP1	HGNC:17677	RABEP1	9135	NA	NA	oncovar
RAC1	ENSG00000136238.18	ENST00000348035.9	RAC1	HGNC:9801	RAC1	5879	NA	NA	oncovar
RAD21	ENSG00000164754.16	ENST00000297338.7	RAD21	HGNC:9811	RAD21	5885	NA	NA	oncovar
RAD51B	ENSG00000182185.19	ENST00000471583.6	RAD51B	HGNC:9822	RAD51B	5890	NA	NA	oncovar
RAD54B	ENSG00000197275.14	ENST00000336148.10	RAD54B	HGNC:17228	RAD54B	25788	NA	NA	oncovar
RAF1	ENSG00000132155.14	ENST00000442415.7	RAF1	HGNC:9829	RAF1	5894	NA	NA	oncovar
RALGDS	ENSG00000160271.16	ENST00000372050.8	RALGDS	HGNC:9842	RALGDS	5900	NA	NA	oncovar
RANBP2	ENSG00000153201.16	ENST00000283195.11	RANBP2	HGNC:9848	RANBP2	5903	NA	NA	oncovar
RAP1GDS1	ENSG00000138698.15	ENST00000408927.8	RAP1GDS1	HGNC:9859	RAP1GDS1	5910	NA	NA	oncovar
RARA	ENSG00000131759.18	ENST00000254066.10	RARA	HGNC:9864	RARA	5914	NA	NA	oncovar
RASA1	ENSG00000145715.15	ENST00000274376.11	RASA1	HGNC:9871	RASA1	5921	NA	NA	oncovar
RB1	ENSG00000139687.16	ENST00000267163.6	RB1	HGNC:9884	RB1	5925	NA	NA	oncovar
RBBP6	ENSG00000122257.20	ENST00000319715.10	RBBP6	HGNC:9889	RBBP6	5930	NA	NA	oncovar
RBM10	ENSG00000182872.16	ENST00000377604.8	RBM10	HGNC:9896	RBM10	8241	NA	NA	oncovar
RBM15	ENSG00000162775.17	ENST00000369784.9	RBM15	HGNC:14959	RBM15	64783	NA	NA	oncovar
RBM43	ENSG00000184898.7	ENST00000331426.6	RBM43	HGNC:24790	RBM43	375287	NA	NA	oncovar
RBMX	ENSG00000147274.14	ENST00000320676.11	RBMX	HGNC:9910	RBMX	27316	NA	NA	oncovar
RECQL4	ENSG00000160957.15	ENST00000617875.6	RECQL4	HGNC:9949	RECQL4	9401	NA	NA	oncovar
REL	ENSG00000162924.15	ENST00000394479.4	REL	HGNC:9954	REL	5966	NA	NA	oncovar
RELN	ENSG00000189056.15	ENST00000428762.6	RELN	HGNC:9957	RELN	5649	NA	NA	oncovar
REST	ENSG00000084093.19	ENST00000309042.12	REST	HGNC:9966	REST	5978	NA	NA	oncovar
RET	ENSG00000165731.21	ENST00000355710.8	RET	HGNC:9967	RET	5979	NA	NA	oncovar
REV3L	ENSG00000009413.16	ENST00000368802.8	REV3L	HGNC:9968	REV3L	5980	NA	NA	oncovar
RGPD3	ENSG00000153165.19	ENST00000409886.4	RGPD3	HGNC:32416	RGPD3	653489	NA	NA	oncovar
RGS7	ENSG00000182901.18	ENST00000440928.6	RGS7	HGNC:10003	RGS7	6000	NA	NA	oncovar
RHOA	ENSG00000067560.14	ENST00000418115.6	RHOA	HGNC:667	RHOA	387	NA	NA	oncovar
RHOH	ENSG00000168421.13	ENST00000381799.10	RHOH	HGNC:686	RHOH	399	NA	NA	oncovar
RHPN2	ENSG00000131941.8	ENST00000254260.8	RHPN2	HGNC:19974	RHPN2	85415	NA	NA	oncovar
RMI2	ENSG00000175643.10	ENST00000312499.6	RMI2	HGNC:28349	RMI2	116028	NA	NA	oncovar
RNF213	ENSG00000173821.20	ENST00000582970.6	RNF213	HGNC:14539	RNF213	57674	NA	NA	oncovar
RNF43	ENSG00000108375.13	ENST00000407977.7	RNF43	HGNC:18505	RNF43	54894	NA	NA	oncovar
ROCK2	ENSG00000134318.15	ENST00000315872.11	ROCK2	HGNC:10252	ROCK2	9475	NA	NA	oncovar
ROS1	ENSG00000047936.11	ENST00000368507.8	ROS1	HGNC:10261	ROS1	6098	NA	NA	oncovar
RPL10	ENSG00000147403.18	ENST00000369817.7	RPL10	HGNC:10298	RPL10	6134	NA	NA	oncovar
RPL22	ENSG00000116251.11	ENST00000234875.9	RPL22	HGNC:10315	RPL22	6146	NA	NA	oncovar
RPL5	ENSG00000122406.14	ENST00000370321.8	RPL5	HGNC:10360	RPL5	6125	NA	NA	oncovar
RPN1	ENSG00000163902.12	ENST00000296255.8	RPN1	HGNC:10381	RPN1	6184	NA	NA	oncovar
RPS6KA3	ENSG00000177189.14	ENST00000379565.9	RPS6KA3	HGNC:10432	RPS6KA3	6197	NA	NA	oncovar
RRAS2	ENSG00000133818.14	ENST00000256196.9	RRAS2	HGNC:17271	RRAS2	22800	NA	NA	oncovar
RSPO2	ENSG00000147655.12	ENST00000276659.10	RSPO2	HGNC:28583	RSPO2	340419	NA	NA	oncovar
RSPO3	ENSG00000146374.14	ENST00000356698.9	RSPO3	HGNC:20866	RSPO3	84870	NA	NA	oncovar
RUNX1	ENSG00000159216.19	ENST00000675419.1	RUNX1	HGNC:10471	RUNX1	861	NA	NA	oncovar
RUNX1T1	ENSG00000079102.16	ENST00000396218.5	RUNX1T1	HGNC:1535	RUNX1T1	862	NA	NA	oncovar
RXRA	ENSG00000186350.12	ENST00000481739.2	RXRA	HGNC:10477	RXRA	6256	NA	NA	oncovar
SALL4	ENSG00000101115.13	ENST00000217086.9	SALL4	HGNC:15924	SALL4	57167	NA	NA	oncovar
SBDS	ENSG00000126524.11	ENST00000246868.7	SBDS	HGNC:19440	SBDS	51119	NA	NA	oncovar
SDC4	ENSG00000124145.6	ENST00000372733.3	SDC4	HGNC:10661	SDC4	6385	NA	NA	oncovar
SDHA	ENSG00000073578.18	ENST00000264932.11	SDHA	HGNC:10680	SDHA	6389	NA	NA	oncovar
SDHAF2	ENSG00000167985.7	ENST00000301761.7	SDHAF2	HGNC:26034	SDHAF2	54949	NA	NA	oncovar
SDHB	ENSG00000117118.10	ENST00000375499.8	SDHB	HGNC:10681	SDHB	6390	NA	NA	oncovar
SDHC	ENSG00000143252.16	ENST00000367975.7	SDHC	HGNC:10682	SDHC	6391	NA	NA	oncovar
SDHD	ENSG00000204370.13	ENST00000375549.8	SDHD	HGNC:10683	SDHD	6392	NA	NA	oncovar
SET	ENSG00000119335.18	ENST00000322030.13	SET	HGNC:10760	SET	6418	NA	NA	oncovar
SETBP1	ENSG00000152217.20	ENST00000649279.2	SETBP1	HGNC:15573	SETBP1	26040	NA	NA	oncovar
SETD1B	ENSG00000139718.12	ENST00000604567.6	SETD1B	HGNC:29187	SETD1B	23067	NA	NA	oncovar
SETD2	ENSG00000181555.22	ENST00000409792.4	SETD2	HGNC:18420	SETD2	29072	NA	NA	oncovar
SETDB1	ENSG00000143379.13	ENST00000692827.1	SETDB1	HGNC:10761	SETDB1	9869	NA	NA	oncovar
SF3B1	ENSG00000115524.17	ENST00000335508.11	SF3B1	HGNC:10768	SF3B1	23451	NA	NA	oncovar
SFPQ	ENSG00000116560.11	ENST00000357214.6	SFPQ	HGNC:10774	SFPQ	6421	NA	NA	oncovar
SFRP4	ENSG00000106483.12	ENST00000436072.7	SFRP4	HGNC:10778	SFRP4	6424	NA	NA	oncovar
SGK1	ENSG00000118515.12	ENST00000367858.10	SGK1	HGNC:10810	SGK1	6446	NA	NA	oncovar
SH2B3	ENSG00000111252.11	ENST00000341259.7	SH2B3	HGNC:29605	SH2B3	10019	NA	NA	oncovar
SH3GL1	ENSG00000141985.9	ENST00000269886.7	SH3GL1	HGNC:10830	SH3GL1	6455	NA	NA	oncovar
SHOC2	ENSG00000108061.13	ENST00000369452.9	SHOC2	HGNC:15454	SHOC2	8036	NA	NA	oncovar
SIX1	ENSG00000126778.12	ENST00000645694.3	SIX1	HGNC:10887	SIX1	6495	NA	NA	oncovar
SLC34A2	ENSG00000157765.13	ENST00000382051.8	SLC34A2	HGNC:11020	SLC34A2	10568	NA	NA	oncovar
SLC45A3	ENSG00000158715.6	ENST00000367145.4	SLC45A3	HGNC:8642	SLC45A3	85414	NA	NA	oncovar
SMAD2	ENSG00000175387.16	ENST00000262160.11	SMAD2	HGNC:6768	SMAD2	4087	NA	NA	oncovar
SMAD3	ENSG00000166949.17	ENST00000327367.9	SMAD3	HGNC:6769	SMAD3	4088	NA	NA	oncovar
SMAD4	ENSG00000141646.15	ENST00000342988.8	SMAD4	HGNC:6770	SMAD4	4089	NA	NA	oncovar
SMARCA1	ENSG00000102038.16	ENST00000371121.5	SMARCA1	HGNC:11097	SMARCA1	6594	NA	NA	oncovar
SMARCA2	ENSG00000080503.24	ENST00000349721.8	SMARCA2	HGNC:11098	SMARCA2	6595	NA	NA	oncovar
SMARCA4	ENSG00000127616.20	ENST00000344626.10	SMARCA4	HGNC:11100	SMARCA4	6597	NA	NA	oncovar
SMARCB1	ENSG00000099956.20	ENST00000644036.2	SMARCB1	HGNC:11103	SMARCB1	6598	NA	NA	oncovar
SMARCD1	ENSG00000066117.15	ENST00000394963.9	SMARCD1	HGNC:11106	SMARCD1	6602	NA	NA	oncovar
SMARCE1	ENSG00000073584.20	ENST00000348513.12	SMARCE1	HGNC:11109	SMARCE1	6605	NA	NA	oncovar
SMC1A	ENSG00000072501.19	ENST00000322213.9	SMC1A	HGNC:11111	SMC1A	8243	NA	NA	oncovar
SMO	ENSG00000128602.11	ENST00000249373.8	SMO	HGNC:11119	SMO	6608	NA	NA	oncovar
SND1	ENSG00000197157.11	ENST00000354725.8	SND1	HGNC:30646	SND1	27044	NA	NA	oncovar
SNX29	ENSG00000048471.14	ENST00000566228.6	SNX29	HGNC:30542	SNX29	92017	NA	NA	oncovar
SOCS1	ENSG00000185338.7	ENST00000332029.4	SOCS1	HGNC:19383	SOCS1	8651	NA	NA	oncovar
SOS1	ENSG00000115904.15	ENST00000402219.8	SOS1	HGNC:11187	SOS1	6654	NA	NA	oncovar
SOX17	ENSG00000164736.6	ENST00000297316.5	SOX17	HGNC:18122	SOX17	64321	NA	NA	oncovar
SOX2	ENSG00000181449.4	ENST00000325404.3	SOX2	HGNC:11195	SOX2	6657	NA	NA	oncovar
SOX9	ENSG00000125398.8	ENST00000245479.3	SOX9	HGNC:11204	SOX9	6662	NA	NA	oncovar
SPEN	ENSG00000065526.12	ENST00000375759.8	SPEN	HGNC:17575	SPEN	23013	NA	NA	oncovar
SPOP	ENSG00000121067.19	ENST00000504102.6	SPOP	HGNC:11254	SPOP	8405	NA	NA	oncovar
SPRED1	ENSG00000166068.13	ENST00000299084.9	SPRED1	HGNC:20249	SPRED1	161742	NA	NA	oncovar
SRC	ENSG00000197122.13	ENST00000373578.7	SRC	HGNC:11283	SRC	6714	NA	NA	oncovar
SRGAP3	ENSG00000196220.17	ENST00000383836.8	SRGAP3	HGNC:19744	SRGAP3	9901	NA	NA	oncovar
SRSF2	ENSG00000161547.17	ENST00000359995.10	SRSF2	HGNC:10783	SRSF2	6427	NA	NA	oncovar
SRSF3	ENSG00000112081.17	ENST00000373715.11	SRSF3	HGNC:10785	SRSF3	6428	NA	NA	oncovar
SS18	ENSG00000141380.14	ENST00000415083.7	SS18	HGNC:11340	SS18	6760	NA	NA	oncovar
