symbol	entrezgene	ensembl_gene_id	mechanism_of_inheritance	syndrome_cui	condition_cui	source	phenotypes	mechanism_of_disease	oncogene	tumor_suppressor	n_trunc_path	n_nontrunc_path	n_nontrunc_benign	benign_missense_rate	path_truncation_rate	confidence_level	id	panel_url	panel_version	panel_name	genename
TERC	7012	ENSG00000270141	AD	NA	NA	PANEL_APP	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Haemonc;Haematological malignancies pertinent cancer susceptibility; R347, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	telomerase RNA component
TERF2IP	54386	ENSG00000166848	NA	NA	NA	NCGC&PANEL_APP	R254	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	TERF2 interacting protein
TERT	7015	ENSG00000164362	AD/AR	C1851970	NA	CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Acute Myeloid Leukemia, Squamous Cell Carcinoma (Head + Neck, Anorectal), Melanoma; Dyskeratosis congenita; Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Childhood;Childhood solid tumours pertinent cancer susceptibility, R254, Haemonc;Haematological malignancies pertinent cancer susceptibility; R347, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; melanoma"	LoF	TRUE	FALSE	1	1	5	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	telomerase reverse transcriptase
TET2	54790	ENSG00000168769	NA	NA	NA	OTHER		NA	FALSE	TRUE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	tet methylcytosine dioxygenase 2
TFAP2A	7020	ENSG00000137203	AD	NA	NA	OTHER		NA	FALSE	TRUE	1	5	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	transcription factor AP-2 alpha
TFE3	7030	ENSG00000068323	NA	NA	NA	OTHER		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	transcription factor binding to IGHM enhancer 3
TG	7038	ENSG00000042832	AR	NA	NA	PANEL_APP		NA	FALSE	FALSE	1	0	20	1	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	thyroglobulin
TGFBR1	7046	ENSG00000106799	AD	C0546476&C2697932	NA	ACMG_SF30&TCGA_PANCAN_2018	Squamous Cell Carcinoma (Skin); Multiple self-healing squamous epithelioma (MSSE)Ferguson-Smith syndrome	LoF	FALSE	FALSE	0	8	5	0.38	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	transforming growth factor beta receptor 1
TGFBR2	7048	ENSG00000163513	AR	C2697932	NA	ACMG_SF30&CGC_94	colorectal	LoF	FALSE	TRUE	1	10	5	0.33	0.09	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	transforming growth factor beta receptor 2
TINF2	26277	ENSG00000092330	AD	NA	NA	PANEL_APP	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Haemonc;Haematological malignancies pertinent cancer susceptibility; Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359"	NA	FALSE	FALSE	1	2	5	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	TERF1 interacting nuclear factor 2
TMC6	11322	ENSG00000141524	AR	NA	NA	PANEL_APP	R230	NA	TRUE	TRUE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	transmembrane channel like 6
TMC8	147138	ENSG00000167895	AR	NA	NA	PANEL_APP	R230	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	transmembrane channel like 8
TMEM127	55654	ENSG00000135956	AD/AR	C1708353	C0031511	ACMG_SF30&CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, R224, Neuro-endocrine Tumours- PCC and PGL, Multiple endocrine tumours;Multiple endocrine neoplasia type 1;Endocrine neoplasia, phaeochromocytoma;paraganglioma;carcinoid;Neuroendocrine; pheochromocytoma, renal cell carcinoma; Pheochromocytoma; NA"	LoF	FALSE	TRUE	9	0	5	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	transmembrane protein 127
TNFAIP3	7128	ENSG00000118503	NA	NA	NA	OTHER		NA	FALSE	TRUE	0	0	1	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	TNF alpha induced protein 3
TNFRSF11A	8792	ENSG00000141655	AD	NA	NA	PANEL_APP	Sarcoma;Sarcoma pertinent cancer susceptibility; Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359	NA	FALSE	FALSE	0	0	6	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	TNF receptor superfamily member 11a
TP53	7157	ENSG00000141510	AD/AR	"C1835398&C0085390, C1835398"	NA	ACMG_SF30&CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Breast Cancer, Sarcoma, Adrenocortical Carcinoma, Astrocytoma; Li-Fraumeni syndrome; breast, sarcoma, adrenocortical carcinoma, glioma, multiple other tumour types; Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Adult Glioma, Breast, Childhood;Childhood solid tumours pertinent cancer susceptibility, Familial tumour syndromes of the central & peripheral nervous system;Familial tumour syndromes of the central and peripheral nervous system, Familial breast and or ovarian cancer, Familial rhabdomyosarcoma or sarcoma;Familial rhabdoid tumours, GI tract tumours;Familial colon cancer;Multiple bowel polyps;Peutz-Jeghers syndrome;GI tract;Inherited colorectal cancer (with or without polyposis), Haemonc;Haematological malignancies pertinent cancer susceptibility; Familial ovarian cancer;R207, R347, Neuro-endocrine Tumours- PCC and PGL, Multiple endocrine tumours;Multiple endocrine neoplasia type 1;Endocrine neoplasia, Sarcoma;Sarcoma pertinent cancer susceptibility, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359"	LoF	FALSE	TRUE	63	92	29	0.24	0.41	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	tumor protein p53
TP63	8626	ENSG00000073282	NA	NA	NA	CGC_94	NSCLC	NA	FALSE	FALSE	0	9	1	0.1	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	tumor protein p63
TRIM24	8805	ENSG00000122779	NA	NA	NA	OTHER		NA	TRUE	TRUE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	tripartite motif containing 24
TRIM28	10155	ENSG00000130726	AD	NA	NA	PANEL_APP	Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	tripartite motif containing 28
TRIM37	4591	ENSG00000108395	AR	NA	NA	PANEL_APP&TCGA_PANCAN_2018	"Childhood;Childhood solid tumours pertinent cancer susceptibility, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; Wilms Tumor; Mulibrey-nanism"	LoF	FALSE	FALSE	0	0	3	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	tripartite motif containing 37
TRIP13	9319	ENSG00000071539	AR	NA	NA	PANEL_APP	"Childhood;Childhood solid tumours pertinent cancer susceptibility, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	thyroid hormone receptor interactor 13
TSC1	7248	ENSG00000165699	AD/AR	C1854465&C0041341	NA	ACMG_SF30&CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Childhood;Childhood solid tumours pertinent cancer susceptibility, R230, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; hamartoma, renal cell carcinoma, tuberous sclerosis tuber; Renal Cell Cancer, Angiomyolipoma, Subependymal Giant Cell Astrocytoma, Rhabdomyoma (Cardiac); Tuberous sclerosis 1"	LoF	FALSE	TRUE	57	0	36	1	1	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	TSC complex subunit 1
TSC2	7249	ENSG00000103197	AD/AR	C1860707&C0041341	NA	ACMG_SF30&CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Childhood;Childhood solid tumours pertinent cancer susceptibility, R230, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; hamartoma, renal cell carcinoma, tuberous sclerosis tuber; Renal Cell Cancer, Angiomyolipoma, Subependymal Giant Cell Astrocytoma, Rhabdomyoma (Cardiac); Tuberous sclerosis 2"	LoF	FALSE	TRUE	82	26	101	0.8	0.76	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	TSC complex subunit 2
TSHR	7253	ENSG00000165409	AD	NA	C1836706	CGC_94&TCGA_PANCAN_2018	thyroid adenoma; Thyroid Adenoma	NA	FALSE	FALSE	0	0	4	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	thyroid stimulating hormone receptor
TSR2	90121	ENSG00000158526	NA	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	TSR2 ribosome maturation factor
TYK2	7297	ENSG00000105397	AR	NA	NA	OTHER		NA	FALSE	FALSE	1	0	10	1	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	tyrosine kinase 2
UBE2T	29089	ENSG00000077152	AR	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ubiquitin conjugating enzyme E2 T
UNC13D	201294	ENSG00000092929	AD/AR	NA	NA	PANEL_APP	Haemonc;Haematological malignancies pertinent cancer susceptibility	NA	FALSE	FALSE	3	0	6	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	unc-13 homolog D
UROD	7389	ENSG00000126088	AD/AR	C0268323	NA	TCGA_PANCAN_2018	Hepatocellular Carcinoma; Porphyria (cutanea tarda)	LoF	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	uroporphyrinogen decarboxylase
VANGL1	81839	ENSG00000173218	NA	NA	NA	OTHER		NA	FALSE	FALSE	0	0	3	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	VANGL planar cell polarity protein 1
VDR	7421	ENSG00000111424	AD/AR	NA	NA	PANEL_APP	R230	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	vitamin D receptor
VHL	7428	ENSG00000134086	AD/AR	C0019562	NA	ACMG_SF30&CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Childhood;Childhood solid tumours pertinent cancer susceptibility, Familial tumour syndromes of the central & peripheral nervous system;Familial tumour syndromes of the central and peripheral nervous system, R224, Neuro-endocrine Tumours- PCC and PGL, Multiple endocrine tumours;Multiple endocrine neoplasia type 1;Endocrine neoplasia, phaeochromocytoma;paraganglioma;carcinoid;Neuroendocrine, Renal, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; Renal Cell Cancer, Pheochromocytoma, Neuroendocrine Tumor (Pancreas), Hemangioblastoma (Central Nervous System, Retina); Von Hippel-Lindau syndrome; renal, haemangioma, pheochromocytoma"	LoF	FALSE	TRUE	27	55	1	0.02	0.33	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	von Hippel-Lindau tumor suppressor
VTRNA2-1	100126299	ENSG00000270123	NA	NA	NA	PANEL_APP		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	vault RNA 2-1
WAS	7454	ENSG00000015285	NA	C1839163	NA	CGC_94&PANEL_APP&TCGA_PANCAN_2018	"Haemonc;Haematological malignancies pertinent cancer susceptibility, ; lymphoma; Lymphoma; Wiskott-Aldrich syndromeWAS-related syndrome"	LoF	FALSE	FALSE	6	7	3	0.3	0.46	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	WASP actin nucleation promoting factor
WIF1	11197	ENSG00000156076	NA	NA	NA	OTHER		NA	FALSE	TRUE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	WNT inhibitory factor 1
WRAP53	55135	ENSG00000141499	AR	NA	NA	PANEL_APP	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Haemonc;Haematological malignancies pertinent cancer susceptibility; Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359"	NA	FALSE	FALSE	0	0	4	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	WD repeat containing antisense to TP53
WRN	7486	ENSG00000165392	AR	C0043119	NA	CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Childhood;Childhood solid tumours pertinent cancer susceptibility; Sarcoma;Sarcoma pertinent cancer susceptibility, Endocrine, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; osteosarcoma, meningioma, other tumour types; Sarcoma, Melanoma, Thyroid Cancer; Werner syndrome"	LoF	FALSE	TRUE	11	0	11	1	1	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	WRN RecQ like helicase
WT1	7490	ENSG00000184937	AD/AR	CN033288	NA	ACMG_SF30&CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Childhood;Childhood solid tumours pertinent cancer susceptibility, Familial rhabdomyosarcoma or sarcoma;Familial rhabdoid tumours, Sarcoma;Sarcoma pertinent cancer susceptibility; Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; Wilms Tumor, Gonadoblastoma; WAGR syndromeDenys-Drash syndromeFrasier syndrome ; Wilms tumour"	LoF	FALSE	TRUE	3	2	1	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	WT1 transcription factor
XPA	7507	ENSG00000136936	AR	C0268135	NA	CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Basal Cell Carcinoma, Squamous Cell Carcinoma, Melanoma; Xeroderma pigmentosum (A) ; Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Childhood;Childhood solid tumours pertinent cancer susceptibility, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; skin basal cell, skin squamous cell, melanoma"	LoF	FALSE	FALSE	13	1	4	NA	0.93	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"XPA, DNA damage recognition and repair factor"
XPC	7508	ENSG00000154767	AR	C2752147	NA	CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Basal Cell Carcinoma, Squamous Cell Carcinoma, Melanoma; Xeroderma pigmentosum (C) ; Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Childhood;Childhood solid tumours pertinent cancer susceptibility, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; skin basal cell, skin squamous cell, melanoma"	LoF	FALSE	TRUE	22	0	11	1	1	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"XPC complex subunit, DNA damage recognition and repair factor"
XRCC2	7516	ENSG00000196584	AR	NA	NA	NCGC&PANEL_APP	"Familial breast and or ovarian cancer, Haemonc;Haematological malignancies pertinent cancer susceptibility; Familial ovarian cancer;R207"	LoF	FALSE	FALSE	0	0	1	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	X-ray repair cross complementing 2
XRCC3	7517	ENSG00000126215	AD	NA	NA	OTHER		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	X-ray repair cross complementing 3
